token	lang	score
ワーストワン	ja	-1.0
ワーストワン	ja	-1.0
ワーストワン	ja	-1.0
ワンマン	ja	-1.0
ワンマン	ja	-1.0
唖然	ja	-1.0
唖然	ja	-1.0
唖然	ja	-1.0
唖然	ja	-1.0
阿呆	ja	-1.0
阿呆	ja	-1.0
阿呆	ja	-1.0
阿呆	ja	-1.0
阿呆	ja	-1.0
阿呆	ja	-1.0
阿呆	ja	-1.0
哀しい	ja	-1.0
哀しむ	ja	-1.0
哀れ	ja	-1.0
愛想	ja	-1.0
愛想	ja	-1.0
悪	ja	-1.0
悪	ja	-1.0
悪	ja	-1.0
悪	ja	-1.0
悪い	ja	-1.0
悪賢い	ja	-1.0
悪達者	ja	-1.0
悪達者	ja	-1.0
悪達者	ja	-1.0
悪達者	ja	-1.0
悪辣	ja	-1.0
悪辣	ja	-1.0
扱い	ja	-1.0
扱い	ja	-1.0
安っぽい	ja	-1.0
安普請	ja	-1.0
安普請	ja	-1.0
安物	ja	-1.0
安物	ja	-1.0
安物	ja	-1.0
安物	ja	-1.0
暗い	ja	-1.0
暗む	ja	-1.0
暗愚	ja	-1.0
暗愚	ja	-1.0
暗愚	ja	-1.0
暗愚	ja	-1.0
暗鬱	ja	-1.0
暗鬱	ja	-1.0
暗澹	ja	-1.0
暗澹	ja	-1.0
暗澹	ja	-1.0
暗澹	ja	-1.0
意	ja	-1.0
意気地無し	ja	-1.0
意気地無し	ja	-1.0
意気地無し	ja	-1.0
意気地無し	ja	-1.0
意固地	ja	-1.0
意固地	ja	-1.0
意志	ja	-1.0
意志	ja	-1.0
意志	ja	-1.0
意志	ja	-1.0
意地	ja	-1.0
意地	ja	-1.0
意地っぱり	ja	-1.0
意地っぱり	ja	-1.0
意地っぱり	ja	-1.0
意地っぱり	ja	-1.0
意地っ張り	ja	-1.0
意地っ張り	ja	-1.0
意地っ張り	ja	-1.0
意地っ張り	ja	-1.0
意地汚い	ja	-1.0
意地張り	ja	-1.0
意地張り	ja	-1.0
意地張り	ja	-1.0
意地張り	ja	-1.0
違和感	ja	-1.0
一	ja	-1.0
一	ja	-1.0
一	ja	-1.0
一	ja	-1.0
一巻	ja	-1.0
一筋縄	ja	-1.0
一苦労	ja	-1.0
一文惜しみ	ja	-1.0
一文惜しみ	ja	-1.0
一文惜しみ	ja	-1.0
一文惜しみ	ja	-1.0
引っ込み	ja	-1.0
引っ込み	ja	-1.0
引っ込み思案	ja	-1.0
引っ込み思案	ja	-1.0
引っ込み思案	ja	-1.0
引っ込み思案	ja	-1.0
淫蕩	ja	-1.0
淫蕩	ja	-1.0
淫蕩	ja	-1.0
淫蕩	ja	-1.0
淫猥	ja	-1.0
淫猥	ja	-1.0
淫靡	ja	-1.0
淫靡	ja	-1.0
淫靡	ja	-1.0
淫靡	ja	-1.0
陰うつ	ja	-1.0
陰うつ	ja	-1.0
陰気臭い	ja	-1.0
陰険	ja	-1.0
陰険	ja	-1.0
陰惨	ja	-1.0
陰惨	ja	-1.0
陰湿	ja	-1.0
陰湿	ja	-1.0
陰鬱	ja	-1.0
陰鬱	ja	-1.0
烏滸がましい	ja	-1.0
迂遠	ja	-1.0
迂遠	ja	-1.0
迂愚	ja	-1.0
迂愚	ja	-1.0
迂闊	ja	-1.0
迂闊	ja	-1.0
雲泥の差	ja	-1.0
雲泥の差	ja	-1.0
雲泥の差	ja	-1.0
雲泥の差	ja	-1.0
雲泥の差	ja	-1.0
影	ja	-1.0
影	ja	-1.0
厭	ja	-1.0
厭	ja	-1.0
厭わしい	ja	-1.0
怨めしい	ja	-1.0
縁	ja	-1.0
遠慮	ja	-1.0
汚い	ja	-1.0
汚らしい	ja	-1.0
汚らわしい	ja	-1.0
汚れ	ja	-1.0
汚穢	ja	-1.0
汚穢	ja	-1.0
汚穢	ja	-1.0
汚穢	ja	-1.0
奥行き	ja	-1.0
押し	ja	-1.0
押し付けがましい	ja	-1.0
横柄	ja	-1.0
横柄	ja	-1.0
横様	ja	-1.0
横様	ja	-1.0
臆病者	ja	-1.0
臆病者	ja	-1.0
臆病者	ja	-1.0
臆病者	ja	-1.0
恩	ja	-1.0
下	ja	-1.0
下らない	ja	-1.0
下賎	ja	-1.0
下賎	ja	-1.0
下等	ja	-1.0
下等	ja	-1.0
下劣	ja	-1.0
下劣	ja	-1.0
何	ja	-1.0
何	ja	-1.0
可哀相	ja	-1.0
可哀相	ja	-1.0
火	ja	-1.0
禍々しい	ja	-1.0
禍禍しい	ja	-1.0
苛酷	ja	-1.0
苛酷	ja	-1.0
苛烈	ja	-1.0
苛烈	ja	-1.0
過ち	ja	-1.0
過酷	ja	-1.0
過酷	ja	-1.0
我が物顔	ja	-1.0
我が物顔	ja	-1.0
我が物顔	ja	-1.0
我が物顔	ja	-1.0
画一	ja	-1.0
画一	ja	-1.0
怪しい	ja	-1.0
怪しげ	ja	-1.0
怪しげ	ja	-1.0
怪異	ja	-1.0
怪異	ja	-1.0
怪奇	ja	-1.0
怪奇	ja	-1.0
格好	ja	-1.0
角	ja	-1.0
角張り	ja	-1.0
隔靴掻痒	ja	-1.0
隔靴掻痒	ja	-1.0
隔靴掻痒	ja	-1.0
隔靴掻痒	ja	-1.0
隔心	ja	-1.0
隔心	ja	-1.0
隔心	ja	-1.0
隔心	ja	-1.0
楽しみ	ja	-1.0
割に	ja	-1.0
恰好	ja	-1.0
恰好	ja	-1.0
寒々	ja	-1.0
寒ざむ	ja	-1.0
寒寒	ja	-1.0
勘弁	ja	-1.0
感情	ja	-1.0
感情	ja	-1.0
甘	ja	-1.0
甘ったれる	ja	-1.0
緩い	ja	-1.0
間	ja	-1.0
間	ja	-1.0
間延び	ja	-1.0
間延び	ja	-1.0
間尺	ja	-1.0
閑散	ja	-1.0
閑散	ja	-1.0
頑愚	ja	-1.0
頑愚	ja	-1.0
頑愚	ja	-1.0
頑愚	ja	-1.0
頑冥	ja	-1.0
頑冥	ja	-1.0
頑迷	ja	-1.0
頑迷	ja	-1.0
顔負け	ja	-1.0
顔負け	ja	-1.0
顔負け	ja	-1.0
顔負け	ja	-1.0
危うい	ja	-1.0
危ない	ja	-1.0
危なっかしい	ja	-1.0
奇々怪々	ja	-1.0
奇々怪々	ja	-1.0
奇々怪々	ja	-1.0
奇々怪々	ja	-1.0
奇っ怪	ja	-1.0
奇っ怪	ja	-1.0
奇奇怪怪	ja	-1.0
奇奇怪怪	ja	-1.0
奇奇怪怪	ja	-1.0
奇奇怪怪	ja	-1.0
奇態	ja	-1.0
奇態	ja	-1.0
希薄	ja	-1.0
希薄	ja	-1.0
忌まわしい	ja	-1.0
忌わしい	ja	-1.0
機械	ja	-1.0
機械	ja	-1.0
機嫌	ja	-1.0
気	ja	-1.0
気	ja	-1.0
気	ja	-1.0
気	ja	-1.0
気	ja	-1.0
気	ja	-1.0
気	ja	-1.0
気	ja	-1.0
気	ja	-1.0
気	ja	-1.0
気	ja	-1.0
気ぜわしい	ja	-1.0
気むずかしい	ja	-1.0
気弱	ja	-1.0
気弱	ja	-1.0
気取っ	ja	-1.0
気色	ja	-1.0
気早	ja	-1.0
気早	ja	-1.0
気短	ja	-1.0
気短	ja	-1.0
気難しい	ja	-1.0
気付き	ja	-1.0
気分	ja	-1.0
気忙しい	ja	-1.0
気味が悪い	ja	-1.0
稀薄	ja	-1.0
稀薄	ja	-1.0
儀式張っ	ja	-1.0
戯け	ja	-1.0
戯け	ja	-1.0
戯け	ja	-1.0
疑い深い	ja	-1.0
疑わしい	ja	-1.0
疑問	ja	-1.0
詰屈	ja	-1.0
詰屈	ja	-1.0
逆賊	ja	-1.0
逆賊	ja	-1.0
逆賊	ja	-1.0
逆賊	ja	-1.0
泣き所	ja	-1.0
泣き所	ja	-1.0
泣き所	ja	-1.0
泣き所	ja	-1.0
泣き虫	ja	-1.0
泣き虫	ja	-1.0
泣き虫	ja	-1.0
泣き虫	ja	-1.0
居丈高	ja	-1.0
居丈高	ja	-1.0
虚仮	ja	-1.0
虚仮	ja	-1.0
虚仮	ja	-1.0
虚仮	ja	-1.0
許し	ja	-1.0
凶漢	ja	-1.0
凶漢	ja	-1.0
凶漢	ja	-1.0
凶漢	ja	-1.0
凶暴	ja	-1.0
凶暴	ja	-1.0
凶猛	ja	-1.0
凶猛	ja	-1.0
凶猛	ja	-1.0
凶猛	ja	-1.0
強情	ja	-1.0
強情	ja	-1.0
強情	ja	-1.0
強情	ja	-1.0
強情っぱり	ja	-1.0
強情っぱり	ja	-1.0
強欲	ja	-1.0
強欲	ja	-1.0
怯懦	ja	-1.0
怯懦	ja	-1.0
怯懦	ja	-1.0
怯懦	ja	-1.0
恐るべき	ja	-1.0
恐れ	ja	-1.0
恐れ多い	ja	-1.0
狂わしい	ja	-1.0
狂人	ja	-1.0
狂人	ja	-1.0
狂人	ja	-1.0
狂人	ja	-1.0
狂暴	ja	-1.0
狂暴	ja	-1.0
狂乱	ja	-1.0
狭苦しい	ja	-1.0
狭量	ja	-1.0
狭量	ja	-1.0
狭隘	ja	-1.0
狭隘	ja	-1.0
脅かす	ja	-1.0
興味	ja	-1.0
驚き	ja	-1.0
仰々しい	ja	-1.0
仰仰しい	ja	-1.0
業	ja	-1.0
業	ja	-1.0
業	ja	-1.0
業	ja	-1.0
極貧	ja	-1.0
極貧	ja	-1.0
極貧	ja	-1.0
極貧	ja	-1.0
僅少	ja	-1.0
僅少	ja	-1.0
僅少	ja	-1.0
僅少	ja	-1.0
近目	ja	-1.0
近目	ja	-1.0
近目	ja	-1.0
近目	ja	-1.0
銀流し	ja	-1.0
銀流し	ja	-1.0
銀流し	ja	-1.0
銀流し	ja	-1.0
苦	ja	-1.0
苦々しい	ja	-1.0
苦し紛れ	ja	-1.0
苦し紛れ	ja	-1.0
苦肉の策	ja	-1.0
苦肉の策	ja	-1.0
苦肉の策	ja	-1.0
苦肉の策	ja	-1.0
愚	ja	-1.0
愚	ja	-1.0
愚	ja	-1.0
愚	ja	-1.0
愚	ja	-1.0
愚か	ja	-1.0
愚かしい	ja	-1.0
愚人	ja	-1.0
愚人	ja	-1.0
愚人	ja	-1.0
愚人	ja	-1.0
愚図	ja	-1.0
愚図	ja	-1.0
愚図	ja	-1.0
愚図	ja	-1.0
愚直	ja	-1.0
愚直	ja	-1.0
愚直	ja	-1.0
愚直	ja	-1.0
愚鈍	ja	-1.0
愚鈍	ja	-1.0
愚鈍	ja	-1.0
愚鈍	ja	-1.0
愚物	ja	-1.0
愚物	ja	-1.0
愚物	ja	-1.0
愚物	ja	-1.0
愚昧	ja	-1.0
愚昧	ja	-1.0
愚劣	ja	-1.0
愚劣	ja	-1.0
愚劣	ja	-1.0
愚劣	ja	-1.0
空々しい	ja	-1.0
空しい	ja	-1.0
空回り	ja	-1.0
空恐ろしい	ja	-1.0
空空しい	ja	-1.0
空疎	ja	-1.0
空疎	ja	-1.0
空中	ja	-1.0
空中	ja	-1.0
空中	ja	-1.0
空中	ja	-1.0
屈伏	ja	-1.0
屈服	ja	-1.0
型	ja	-1.0
形無し	ja	-1.0
形無し	ja	-1.0
形無し	ja	-1.0
形無し	ja	-1.0
軽々しい	ja	-1.0
軽はずみ	ja	-1.0
軽はずみ	ja	-1.0
軽はずみ	ja	-1.0
軽はずみ	ja	-1.0
軽視	ja	-1.0
軽蔑	ja	-1.0
軽躁	ja	-1.0
軽躁	ja	-1.0
軽躁	ja	-1.0
軽躁	ja	-1.0
激越	ja	-1.0
激越	ja	-1.0
隙	ja	-1.0
欠陥	ja	-1.0
欠陥	ja	-1.0
血	ja	-1.0
血の気	ja	-1.0
喧しい	ja	-1.0
喧嘩腰	ja	-1.0
喧嘩腰	ja	-1.0
喧嘩腰	ja	-1.0
喧嘩腰	ja	-1.0
堅苦しい	ja	-1.0
堅物	ja	-1.0
堅物	ja	-1.0
堅物	ja	-1.0
堅物	ja	-1.0
嫌	ja	-1.0
嫌み	ja	-1.0
嫌み	ja	-1.0
嫌み	ja	-1.0
嫌み	ja	-1.0
嫌味	ja	-1.0
嫌味	ja	-1.0
見えっ張り	ja	-1.0
見えっ張り	ja	-1.0
見ぐるしい	ja	-1.0
見づらい	ja	-1.0
見にくい	ja	-1.0
見る	ja	-1.0
見る	ja	-1.0
見下す	ja	-1.0
見苦しい	ja	-1.0
見向き	ja	-1.0
険しい	ja	-1.0
険悪	ja	-1.0
険悪	ja	-1.0
険悪	ja	-1.0
険悪	ja	-1.0
険難	ja	-1.0
険難	ja	-1.0
元	ja	-1.0
厳つい	ja	-1.0
厳酷	ja	-1.0
厳酷	ja	-1.0
幻怪	ja	-1.0
幻怪	ja	-1.0
幻怪	ja	-1.0
幻怪	ja	-1.0
言語道断	ja	-1.0
言語道断	ja	-1.0
言語道断	ja	-1.0
言語道断	ja	-1.0
個性	ja	-1.0
個性	ja	-1.0
古めかしい	ja	-1.0
古臭い	ja	-1.0
固陋	ja	-1.0
固陋	ja	-1.0
姑息	ja	-1.0
姑息	ja	-1.0
胡散臭い	ja	-1.0
誇大	ja	-1.0
誇大	ja	-1.0
後	ja	-1.0
後	ja	-1.0
後	ja	-1.0
後	ja	-1.0
後の祭り	ja	-1.0
後の祭り	ja	-1.0
後の祭り	ja	-1.0
後の祭り	ja	-1.0
後悔	ja	-1.0
御	ja	-1.0
御	ja	-1.0
御機嫌	ja	-1.0
御機嫌	ja	-1.0
御機嫌	ja	-1.0
御機嫌	ja	-1.0
御大層	ja	-1.0
御大層	ja	-1.0
効き	ja	-1.0
効き	ja	-1.0
効き	ja	-1.0
厚かましい	ja	-1.0
厚ぼったい	ja	-1.0
厚顔	ja	-1.0
厚顔	ja	-1.0
口	ja	-1.0
口	ja	-1.0
口	ja	-1.0
口惜しい	ja	-1.0
口先	ja	-1.0
口先	ja	-1.0
向う見ず	ja	-1.0
向う見ず	ja	-1.0
好い加減	ja	-1.0
好い加減	ja	-1.0
好きもの	ja	-1.0
好きもの	ja	-1.0
好きもの	ja	-1.0
好きもの	ja	-1.0
好き嫌い	ja	-1.0
好き嫌い	ja	-1.0
巧言令色	ja	-1.0
巧言令色	ja	-1.0
巧言令色	ja	-1.0
巧言令色	ja	-1.0
慌しい	ja	-1.0
慌ただしい	ja	-1.0
甲斐性	ja	-1.0
糠	ja	-1.0
糠	ja	-1.0
糠	ja	-1.0
糠	ja	-1.0
荒々しい	ja	-1.0
荒くれ	ja	-1.0
荒っぽい	ja	-1.0
荒らか	ja	-1.0
荒らか	ja	-1.0
荒荒しい	ja	-1.0
荒削り	ja	-1.0
荒削り	ja	-1.0
荒削り	ja	-1.0
荒削り	ja	-1.0
荒誕	ja	-1.0
荒誕	ja	-1.0
荒誕	ja	-1.0
荒誕	ja	-1.0
荒唐	ja	-1.0
荒唐	ja	-1.0
荒唐	ja	-1.0
荒唐	ja	-1.0
高慢	ja	-1.0
高慢	ja	-1.0
高慢	ja	-1.0
高慢	ja	-1.0
高慢ちき	ja	-1.0
高慢ちき	ja	-1.0
高慢ちき	ja	-1.0
高慢ちき	ja	-1.0
剛愎	ja	-1.0
剛愎	ja	-1.0
剛愎	ja	-1.0
剛愎	ja	-1.0
合わせ	ja	-1.0
酷	ja	-1.0
酷	ja	-1.0
酷	ja	-1.0
酷	ja	-1.0
酷	ja	-1.0
酷い	ja	-1.0
酷しい	ja	-1.0
酷薄	ja	-1.0
酷薄	ja	-1.0
酷薄	ja	-1.0
酷薄	ja	-1.0
酷烈	ja	-1.0
酷烈	ja	-1.0
腰	ja	-1.0
腰	ja	-1.0
腰砕け	ja	-1.0
腰砕け	ja	-1.0
腰砕け	ja	-1.0
腰砕け	ja	-1.0
腰弱	ja	-1.0
腰弱	ja	-1.0
腰抜け	ja	-1.0
腰抜け	ja	-1.0
腰抜け	ja	-1.0
腰抜け	ja	-1.0
今ひとつ	ja	-1.0
今一つ	ja	-1.0
今一つ	ja	-1.0
今一つ	ja	-1.0
今一つ	ja	-1.0
恨み	ja	-1.0
恨めしい	ja	-1.0
根	ja	-1.0
根性	ja	-1.0
根性	ja	-1.0
根性	ja	-1.0
根性	ja	-1.0
根無し	ja	-1.0
根無し	ja	-1.0
根無し	ja	-1.0
根無し	ja	-1.0
差	ja	-1.0
差	ja	-1.0
差	ja	-1.0
差し支える	ja	-1.0
差し出がましい	ja	-1.0
差支える	ja	-1.0
差別	ja	-1.0
差別	ja	-1.0
細細	ja	-1.0
在り来り	ja	-1.0
在り来り	ja	-1.0
罪ぶかい	ja	-1.0
罪作り	ja	-1.0
罪作り	ja	-1.0
罪作り	ja	-1.0
罪作り	ja	-1.0
罪深い	ja	-1.0
策士	ja	-1.0
策士	ja	-1.0
策士	ja	-1.0
策士	ja	-1.0
擦れっ枯らし	ja	-1.0
擦れっ枯らし	ja	-1.0
擦れっ枯らし	ja	-1.0
擦れっ枯らし	ja	-1.0
殺人	ja	-1.0
殺人	ja	-1.0
殺伐	ja	-1.0
殺伐	ja	-1.0
殺伐	ja	-1.0
殺伐と	ja	-1.0
雑	ja	-1.0
雑	ja	-1.0
雑	ja	-1.0
雑	ja	-1.0
雑然	ja	-1.0
雑然	ja	-1.0
雑然	ja	-1.0
惨い	ja	-1.0
惨たらしい	ja	-1.0
惨烈	ja	-1.0
惨烈	ja	-1.0
惨烈	ja	-1.0
惨烈	ja	-1.0
惨憺	ja	-1.0
惨憺	ja	-1.0
惨憺	ja	-1.0
惨憺	ja	-1.0
散々	ja	-1.0
散々	ja	-1.0
散散	ja	-1.0
散散	ja	-1.0
酸鼻	ja	-1.0
酸鼻	ja	-1.0
酸鼻	ja	-1.0
酸鼻	ja	-1.0
残り惜しい	ja	-1.0
残り多い	ja	-1.0
残刻	ja	-1.0
残刻	ja	-1.0
残忍	ja	-1.0
残忍	ja	-1.0
残忍	ja	-1.0
残忍	ja	-1.0
仕方	ja	-1.0
仕方	ja	-1.0
仕方	ja	-1.0
使い	ja	-1.0
使い	ja	-1.0
使い	ja	-1.0
使い物	ja	-1.0
刺々しい	ja	-1.0
刺刺しい	ja	-1.0
子供	ja	-1.0
子供だまし	ja	-1.0
子供だまし	ja	-1.0
子供だまし	ja	-1.0
子供だまし	ja	-1.0
子供騙し	ja	-1.0
子供騙し	ja	-1.0
子供騙し	ja	-1.0
子供騙し	ja	-1.0
思いきり	ja	-1.0
思い切り	ja	-1.0
思わしくない	ja	-1.0
支障	ja	-1.0
脂	ja	-1.0
脂っこい	ja	-1.0
歯	ja	-1.0
歯痒い	ja	-1.0
耳年増	ja	-1.0
耳年増	ja	-1.0
耳年増	ja	-1.0
耳年増	ja	-1.0
自縄自縛	ja	-1.0
自縄自縛	ja	-1.0
自縄自縛	ja	-1.0
自縄自縛	ja	-1.0
七転八倒	ja	-1.0
七転八倒	ja	-1.0
七転八倒	ja	-1.0
七転八倒	ja	-1.0
七面倒臭い	ja	-1.0
執念深い	ja	-1.0
質感	ja	-1.0
邪険	ja	-1.0
邪険	ja	-1.0
邪魔	ja	-1.0
邪魔	ja	-1.0
邪魔くさい	ja	-1.0
邪慳	ja	-1.0
邪慳	ja	-1.0
寂しげ	ja	-1.0
寂しげ	ja	-1.0
寂しげ	ja	-1.0
寂しげ	ja	-1.0
寂れる	ja	-1.0
寂寞	ja	-1.0
寂寞	ja	-1.0
寂寞	ja	-1.0
寂寞	ja	-1.0
弱々しい	ja	-1.0
弱り目	ja	-1.0
弱り目	ja	-1.0
弱り目	ja	-1.0
弱り目	ja	-1.0
弱り目	ja	-1.0
弱り目	ja	-1.0
弱り目	ja	-1.0
弱り目	ja	-1.0
弱虫	ja	-1.0
弱虫	ja	-1.0
弱虫	ja	-1.0
弱虫	ja	-1.0
守銭奴	ja	-1.0
守銭奴	ja	-1.0
守銭奴	ja	-1.0
守銭奴	ja	-1.0
手	ja	-1.0
手	ja	-1.0
手	ja	-1.0
手	ja	-1.0
手	ja	-1.0
手	ja	-1.0
手ぬるい	ja	-1.0
手ひどい	ja	-1.0
手緩い	ja	-1.0
手狭	ja	-1.0
手狭	ja	-1.0
手狭	ja	-1.0
手狭	ja	-1.0
手厳しい	ja	-1.0
手荒	ja	-1.0
手荒	ja	-1.0
手荒い	ja	-1.0
手酷い	ja	-1.0
手重い	ja	-1.0
手痛い	ja	-1.0
手薄	ja	-1.0
手薄	ja	-1.0
酒	ja	-1.0
酒	ja	-1.0
酒	ja	-1.0
酒	ja	-1.0
受け入れ	ja	-1.0
受け付け	ja	-1.0
呪わしい	ja	-1.0
臭い	ja	-1.0
醜い	ja	-1.0
重々しい	ja	-1.0
重苦しい	ja	-1.0
重重しい	ja	-1.0
術無い	ja	-1.0
峻険	ja	-1.0
峻険	ja	-1.0
峻厳	ja	-1.0
峻厳	ja	-1.0
峻嶮	ja	-1.0
峻嶮	ja	-1.0
暑がり	ja	-1.0
暑がり	ja	-1.0
暑がり	ja	-1.0
暑がり	ja	-1.0
暑苦しい	ja	-1.0
女たらし	ja	-1.0
女たらし	ja	-1.0
女たらし	ja	-1.0
女たらし	ja	-1.0
女女しい	ja	-1.0
小	ja	-1.0
小汚い	ja	-1.0
小気味	ja	-1.0
小賢しい	ja	-1.0
小心翼翼	ja	-1.0
小心翼翼	ja	-1.0
小心翼翼	ja	-1.0
小心翼翼	ja	-1.0
小憎らしい	ja	-1.0
小便	ja	-1.0
小面憎い	ja	-1.0
小利口	ja	-1.0
小利口	ja	-1.0
小癪	ja	-1.0
焦れったい	ja	-1.0
省き	ja	-1.0
笑止千万	ja	-1.0
笑止千万	ja	-1.0
笑止千万	ja	-1.0
上っ面	ja	-1.0
上滑り	ja	-1.0
上滑り	ja	-1.0
上辷り	ja	-1.0
上辷り	ja	-1.0
冗談	ja	-1.0
冗長	ja	-1.0
冗長	ja	-1.0
冗漫	ja	-1.0
冗漫	ja	-1.0
情け	ja	-1.0
情け	ja	-1.0
情け	ja	-1.0
情けない	ja	-1.0
情強	ja	-1.0
情強	ja	-1.0
色あせる	ja	-1.0
色気	ja	-1.0
尻	ja	-1.0
尻	ja	-1.0
尻	ja	-1.0
尻ごみ	ja	-1.0
尻軽	ja	-1.0
尻軽	ja	-1.0
尻込み	ja	-1.0
伸び	ja	-1.0
信じ	ja	-1.0
寝覚め	ja	-1.0
寝苦しい	ja	-1.0
寝耳	ja	-1.0
寝耳	ja	-1.0
寝耳	ja	-1.0
寝耳	ja	-1.0
心	ja	-1.0
心	ja	-1.0
心	ja	-1.0
心許ない	ja	-1.0
心許無い	ja	-1.0
心苦しい	ja	-1.0
心無い	ja	-1.0
心憂い	ja	-1.0
新鮮味	ja	-1.0
深み	ja	-1.0
身	ja	-1.0
身	ja	-1.0
身の程知らず	ja	-1.0
身の程知らず	ja	-1.0
身の程知らず	ja	-1.0
身の程知らず	ja	-1.0
辛気	ja	-1.0
辛気臭い	ja	-1.0
人	ja	-1.0
人	ja	-1.0
人気	ja	-1.0
人気	ja	-1.0
人泣かせ	ja	-1.0
人泣かせ	ja	-1.0
人泣かせ	ja	-1.0
人泣かせ	ja	-1.0
人聞き	ja	-1.0
人聞き	ja	-1.0
人目	ja	-1.0
人恋しい	ja	-1.0
図々しい	ja	-1.0
水の泡	ja	-1.0
水の泡	ja	-1.0
水の泡	ja	-1.0
水の泡	ja	-1.0
水の泡	ja	-1.0
水臭い	ja	-1.0
嵩張る	ja	-1.0
寸づまり	ja	-1.0
寸づまり	ja	-1.0
寸づまり	ja	-1.0
寸づまり	ja	-1.0
寸足らず	ja	-1.0
寸足らず	ja	-1.0
寸足らず	ja	-1.0
寸足らず	ja	-1.0
世間	ja	-1.0
世知辛い	ja	-1.0
凄惨	ja	-1.0
凄惨	ja	-1.0
凄惨	ja	-1.0
凄惨	ja	-1.0
凄絶	ja	-1.0
凄絶	ja	-1.0
凄絶	ja	-1.0
凄絶	ja	-1.0
性悪	ja	-1.0
性悪	ja	-1.0
生ぬるい	ja	-1.0
生硬	ja	-1.0
生硬	ja	-1.0
生煮え	ja	-1.0
生煮え	ja	-1.0
生煮え	ja	-1.0
生煮え	ja	-1.0
青臭い	ja	-1.0
青二才	ja	-1.0
青二才	ja	-1.0
青二才	ja	-1.0
青二才	ja	-1.0
脆い	ja	-1.0
惜しい	ja	-1.0
惜しくも	ja	-1.0
拙い	ja	-1.0
拙劣	ja	-1.0
拙劣	ja	-1.0
節度	ja	-1.0
絶体絶命	ja	-1.0
絶体絶命	ja	-1.0
絶体絶命	ja	-1.0
絶体絶命	ja	-1.0
絶望	ja	-1.0
絶望	ja	-1.0
舌先三寸	ja	-1.0
舌先三寸	ja	-1.0
舌先三寸	ja	-1.0
舌先三寸	ja	-1.0
戦闘	ja	-1.0
戦闘	ja	-1.0
浅はか	ja	-1.0
浅はか	ja	-1.0
浅ましい	ja	-1.0
浅薄	ja	-1.0
浅薄	ja	-1.0
浅慮	ja	-1.0
浅慮	ja	-1.0
浅慮	ja	-1.0
浅慮	ja	-1.0
詮無い	ja	-1.0
賎しい	ja	-1.0
疎い	ja	-1.0
疎か	ja	-1.0
疎か	ja	-1.0
疎ましい	ja	-1.0
疎略	ja	-1.0
疎略	ja	-1.0
疎略	ja	-1.0
疎略	ja	-1.0
粗削り	ja	-1.0
粗削り	ja	-1.0
粗削り	ja	-1.0
粗削り	ja	-1.0
粗雑	ja	-1.0
粗雑	ja	-1.0
粗大	ja	-1.0
粗大	ja	-1.0
粗暴	ja	-1.0
粗暴	ja	-1.0
粗暴	ja	-1.0
粗暴	ja	-1.0
粗末	ja	-1.0
粗末	ja	-1.0
粗野	ja	-1.0
粗野	ja	-1.0
粗笨	ja	-1.0
粗笨	ja	-1.0
粗笨	ja	-1.0
粗笨	ja	-1.0
素	ja	-1.0
素っ気	ja	-1.0
素っ気	ja	-1.0
素っ気	ja	-1.0
素っ気	ja	-1.0
素っ頓狂	ja	-1.0
素っ頓狂	ja	-1.0
素頓狂	ja	-1.0
素頓狂	ja	-1.0
鼠輩	ja	-1.0
鼠輩	ja	-1.0
鼠輩	ja	-1.0
鼠輩	ja	-1.0
早計	ja	-1.0
早計	ja	-1.0
早計	ja	-1.0
早計	ja	-1.0
騒々しい	ja	-1.0
騒がしい	ja	-1.0
騒然たる	ja	-1.0
騒騒しい	ja	-1.0
増悪	ja	-1.0
憎々しい	ja	-1.0
憎体	ja	-1.0
憎体	ja	-1.0
息苦しい	ja	-1.0
俗っぽい	ja	-1.0
俗悪	ja	-1.0
俗悪	ja	-1.0
俗悪	ja	-1.0
俗悪	ja	-1.0
俗物	ja	-1.0
俗物	ja	-1.0
俗物	ja	-1.0
俗物	ja	-1.0
俗離れ	ja	-1.0
俗離れ	ja	-1.0
俗離れ	ja	-1.0
俗離れ	ja	-1.0
卒爾	ja	-1.0
卒爾	ja	-1.0
卒爾	ja	-1.0
卒爾	ja	-1.0
遜色	ja	-1.0
多情	ja	-1.0
多情	ja	-1.0
多情	ja	-1.0
多情	ja	-1.0
惰弱	ja	-1.0
惰弱	ja	-1.0
駄目	ja	-1.0
耐え難い	ja	-1.0
態とらしい	ja	-1.0
態度	ja	-1.0
大	ja	-1.0
大仰	ja	-1.0
大仰	ja	-1.0
大愚	ja	-1.0
大愚	ja	-1.0
大愚	ja	-1.0
大愚	ja	-1.0
大形	ja	-1.0
大形	ja	-1.0
大嫌い	ja	-1.0
大嫌い	ja	-1.0
濁る	ja	-1.0
嘆かわしい	ja	-1.0
短慮	ja	-1.0
短慮	ja	-1.0
暖簾	ja	-1.0
暖簾	ja	-1.0
暖簾	ja	-1.0
暖簾	ja	-1.0
男尊女卑	ja	-1.0
男尊女卑	ja	-1.0
男尊女卑	ja	-1.0
男尊女卑	ja	-1.0
値	ja	-1.0
恥知らず	ja	-1.0
恥知らず	ja	-1.0
恥知らず	ja	-1.0
恥知らず	ja	-1.0
恥曝し	ja	-1.0
恥曝し	ja	-1.0
痴れ者	ja	-1.0
痴れ者	ja	-1.0
痴れ者	ja	-1.0
